customer_id,risk_score,risk_tier,decision,top_risk_factors,F1_list_match,F2_behaviour,F3_suspicious,F4_aml_noise,F5_identity,sanctions_flag,pep_flag,adverse_media_flag,fraud_history_flag,document_status,country_risk,structuring_flag,digital_risk_score
C5178,21.32,LOW,APPROVE,Customer address unverified,0,25.085,50.0,0.0,42.0,0,0,0,0,Complete,Medium,0,45
C5179,16.8,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,41.25,0.0,16.5,35.0,0,0,0,1,Complete,Low,0,80
C5180,12.14,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,2.4699999999999998,20.0,0.0,51.0,0,0,0,1,Partial,Medium,0,4
C5181,22.47,LOW,APPROVE,High-risk country of origin,0,17.845,40.0,50.0,6.0,0,0,0,0,Complete,High,0,22
C5182,14.78,LOW,APPROVE,No significant risk factors identified,0,24.384999999999998,20.0,25.0,6.0,0,0,0,0,Complete,Medium,0,41
C5183,34.62,MEDIUM,MANUAL_REVIEW,High-risk country of origin,0,33.075,40.0,100.0,0.0,0,0,0,0,Complete,High,0,56
C5184,20.28,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,41.625,0.0,29.0,41.0,0,0,0,1,Complete,Low,0,76
C5185,28.0,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,44.730000000000004,20.0,41.5,45.0,0,0,0,1,Partial,Medium,0,45
C5186,10.35,LOW,APPROVE,Prior fraud history on record,0,12.99,0.0,12.5,35.0,0,0,0,1,Complete,Low,0,25
C5187,33.16,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin,0,15.525,40.0,75.0,47.0,0,0,0,1,Complete,High,0,14
C5188,19.46,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,14.06,20.0,25.0,51.0,0,0,0,1,Partial,Medium,0,27
C5189,12.44,LOW,APPROVE,No significant risk factors identified,0,12.675,20.0,25.0,6.0,0,0,0,0,Complete,Medium,0,17
C5190,21.8,LOW,APPROVE,Prior fraud history on record,0,8.254999999999999,20.0,50.0,41.0,0,0,0,1,Complete,Medium,0,12
C5191,40.83,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; High digital / device fraud risk score,50,50.655,15.0,62.5,18.0,0,0,1,0,Complete,Low,0,94
C5192,29.62,LOW,APPROVE,Politically Exposed Person (PEP),70,22.095,0.0,25.0,18.0,0,1,0,0,Complete,Low,0,41
C5193,16.08,LOW,APPROVE,KYC documents incomplete (partial),0,27.92,20.0,25.0,10.0,0,0,0,0,Partial,Medium,0,48
C5194,26.75,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,24.0,0.0,62.5,63.0,0,0,0,1,Partial,Low,0,46
C5195,35.94,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected,50,34.44,35.0,12.5,47.0,0,0,1,1,Complete,Medium,0,58
C5196,20.35,LOW,APPROVE,Customer address unverified,0,23.259999999999998,50.0,16.5,16.0,0,0,0,0,Complete,Medium,0,35
C5197,7.45,LOW,APPROVE,KYC documents incomplete (partial),0,29.75,0.0,0.0,10.0,0,0,0,0,Partial,Low,0,56
C5198,14.79,LOW,APPROVE,High digital / device fraud risk score,0,37.43,20.0,16.5,0.0,0,0,0,0,Complete,Medium,0,72
C5199,26.13,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,49.895,0.0,50.0,41.0,0,0,0,1,Complete,Low,0,97
C5200,19.71,LOW,APPROVE,Prior fraud history on record,0,14.315,0.0,58.0,35.0,0,0,0,1,Complete,Low,0,27
C5201,14.96,LOW,APPROVE,No significant risk factors identified,0,33.295,0.0,41.5,0.0,0,0,0,0,Complete,Low,0,58
C5202,19.59,LOW,APPROVE,Customer address unverified,0,40.465,50.0,0.0,10.0,0,0,0,0,Complete,Medium,0,45
C5203,75.0,HIGH,REJECT,Sanctions watchlist hit detected; Prior fraud history on record; High-risk country of origin,100,3.295,70.0,25.0,51.0,1,0,0,1,Complete,High,0,4
C5204,24.06,LOW,APPROVE,Prior fraud history on record; High-risk country of origin,0,29.07,40.0,25.0,35.0,0,0,0,1,Complete,High,0,51
C5205,43.44,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; Structuring pattern detected (txn/income ratio anomaly); KYC documents incomplete (partial),50,32.68,35.0,75.0,16.0,0,0,1,0,Partial,Medium,1,38
C5206,35.99,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Customer address unverified,0,54.2,50.0,33.0,57.0,0,0,0,1,Complete,Medium,0,42
C5207,45.89,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; Adverse media / negative news detected,50,11.684999999999999,65.0,41.5,65.0,0,0,1,1,Missing,Medium,0,14
C5208,33.6,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; High digital / device fraud risk score,50,43.24,15.0,16.5,41.0,0,0,1,1,Complete,Low,0,85
C5209,7.2,LOW,APPROVE,No significant risk factors identified,0,35.985,0.0,0.0,0.0,0,0,0,0,Complete,Low,0,57
C5210,25.78,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,20.665,20.0,50.0,51.0,0,0,0,1,Partial,Medium,0,29
C5211,75.0,HIGH,REJECT,Sanctions watchlist hit detected,100,34.43,20.0,41.5,6.0,1,0,0,0,Complete,Medium,0,59
C5212,15.17,LOW,APPROVE,High digital / device fraud risk score; KYC documents incomplete (partial),0,48.33,20.0,0.0,10.0,0,0,0,0,Partial,Medium,0,83
C5213,9.81,LOW,APPROVE,No significant risk factors identified,0,7.54,20.0,12.5,12.0,0,0,0,0,Complete,Medium,0,7
C5214,22.2,LOW,APPROVE,Prior fraud history on record; High-risk country of origin; KYC documents incomplete (partial),0,16.23,40.0,16.5,51.0,0,0,0,1,Partial,High,0,22
C5215,14.36,LOW,APPROVE,High-risk country of origin,0,22.775,40.0,0.0,12.0,0,0,0,0,Complete,High,0,36
C5216,31.75,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,47.005,40.0,45.5,35.0,0,0,0,1,Complete,High,0,93
C5217,17.54,LOW,APPROVE,High digital / device fraud risk score,0,63.19,20.0,0.0,6.0,0,0,0,0,Complete,Medium,0,98
C5218,35.29,MEDIUM,MANUAL_REVIEW,KYC documents missing; High-risk country of origin,0,33.945,40.0,83.0,26.0,0,0,0,0,Missing,High,0,58
C5219,30.43,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,42.905,0.0,83.0,35.0,0,0,0,1,Complete,Low,0,79
C5220,17.47,LOW,APPROVE,KYC documents incomplete (partial),0,29.355,0.0,41.5,22.0,0,0,0,0,Partial,Low,0,48
C5221,75.0,HIGH,REJECT,Sanctions watchlist hit detected; Prior fraud history on record; High-risk country of origin,100,15.940000000000001,40.0,0.0,41.0,1,0,0,1,Complete,High,0,18
C5222,29.28,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,53.65,20.0,33.0,53.0,0,0,0,1,Complete,Medium,0,96
C5223,32.3,MEDIUM,MANUAL_REVIEW,KYC documents missing; Structuring pattern detected (txn/income ratio anomaly),0,55.5,20.0,66.5,26.0,0,0,0,0,Missing,Medium,1,11
C5224,23.34,LOW,APPROVE,High-risk country of origin,0,18.69,40.0,58.0,0.0,0,0,0,0,Complete,High,0,34
C5225,36.53,MEDIUM,MANUAL_REVIEW,High-risk country of origin; Customer address unverified,0,22.17,70.0,83.0,10.0,0,0,0,0,Complete,High,0,43
C5226,21.86,LOW,APPROVE,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly),0,28.55,0.0,50.0,41.0,0,0,0,1,Complete,Low,1,12
C5227,19.38,LOW,APPROVE,No significant risk factors identified,0,61.875,20.0,0.0,20.0,0,0,0,0,Complete,Medium,0,46
C5228,11.86,LOW,APPROVE,Prior fraud history on record,0,20.535,0.0,12.5,35.0,0,0,0,1,Complete,Low,0,40
C5229,30.79,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; KYC documents incomplete (partial),50,43.95,15.0,25.0,10.0,0,0,1,0,Partial,Low,0,49
C5230,22.58,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,3.65,30.0,45.5,45.0,0,0,0,1,Complete,Low,0,0
C5231,30.32,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); High-risk country of origin,0,55.845,40.0,25.0,41.0,0,0,0,1,Complete,High,1,88
C5232,10.83,LOW,APPROVE,No significant risk factors identified,0,28.17,0.0,12.5,18.0,0,0,0,0,Complete,Low,0,54
C5233,22.5,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,14.735,30.0,25.0,57.0,0,0,0,1,Complete,Low,0,26
C5234,34.06,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,62.545,40.0,41.5,35.0,0,0,0,1,Complete,High,0,81
C5235,39.15,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; High digital / device fraud risk score,50,39.02,15.0,45.5,45.0,0,0,1,1,Partial,Low,0,74
C5236,15.62,LOW,APPROVE,No significant risk factors identified,0,23.59,0.0,50.0,6.0,0,0,0,0,Complete,Low,0,32
C5237,22.45,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,40.0,0.0,41.5,41.0,0,0,0,1,Complete,Low,0,72
C5238,25.3,LOW,APPROVE,High digital / device fraud risk score,0,47.505,20.0,50.0,12.0,0,0,0,0,Complete,Medium,0,94
C5239,13.6,LOW,APPROVE,No significant risk factors identified,0,51.510000000000005,0.0,16.5,0.0,0,0,0,0,Complete,Low,0,63
C5240,16.95,LOW,APPROVE,No significant risk factors identified,0,17.75,0.0,62.5,6.0,0,0,0,0,Complete,Low,0,29
C5241,19.94,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,15.434999999999999,0.0,41.5,57.0,0,0,0,1,Partial,Low,0,21
C5242,23.05,LOW,APPROVE,High-risk country of origin; High digital / device fraud risk score,0,46.25,40.0,29.0,0.0,0,0,0,0,Complete,High,0,84
C5243,44.4,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High digital / device fraud risk score; Customer address unverified,0,50.77,50.0,83.0,51.0,0,0,0,1,Complete,Medium,0,98
C5244,20.52,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,35.864999999999995,0.0,16.5,67.0,0,0,0,1,Missing,Low,0,30
C5245,21.9,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly); High digital / device fraud risk score,0,68.01,0.0,41.5,0.0,0,0,0,0,Complete,Low,1,85
C5246,15.33,LOW,APPROVE,Prior fraud history on record,0,16.395,0.0,25.0,47.0,0,0,0,1,Complete,Low,0,27
C5247,30.69,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; KYC documents incomplete (partial),0,8.205,70.0,25.0,67.0,0,0,0,1,Partial,High,0,0
C5248,21.26,LOW,APPROVE,Prior fraud history on record,0,50.55,0.0,25.0,41.0,0,0,0,1,Complete,Low,0,55
C5249,36.04,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Customer address unverified,0,50.425,50.0,41.5,51.0,0,0,0,1,Complete,Medium,0,46
C5250,10.03,LOW,APPROVE,No significant risk factors identified,0,5.17,20.0,25.0,0.0,0,0,0,0,Complete,Medium,0,8
C5251,7.06,LOW,APPROVE,Prior fraud history on record,0,9.055,0.0,0.0,35.0,0,0,0,1,Complete,Low,0,12
C5252,15.66,LOW,APPROVE,Prior fraud history on record,0,18.545,0.0,29.0,41.0,0,0,0,1,Complete,Low,0,30
C5253,25.82,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,21.825,20.0,41.5,61.0,0,0,0,1,Missing,Medium,0,33
C5254,27.61,LOW,APPROVE,Prior fraud history on record,0,3.315,20.0,75.0,53.0,0,0,0,1,Complete,Medium,0,6
C5255,38.03,MEDIUM,MANUAL_REVIEW,KYC documents missing; High-risk country of origin; High digital / device fraud risk score,0,51.66,70.0,41.5,36.0,0,0,0,0,Missing,High,0,99
C5256,16.02,LOW,APPROVE,Prior fraud history on record; High-risk country of origin,0,13.870000000000001,40.0,0.0,35.0,0,0,0,1,Complete,High,0,20
C5257,37.78,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP); KYC documents incomplete (partial); Customer address unverified,70,11.375,50.0,25.0,20.0,0,1,0,0,Partial,Medium,0,15
C5258,16.32,LOW,APPROVE,Prior fraud history on record,0,18.845,20.0,16.5,35.0,0,0,0,1,Complete,Medium,0,0
C5259,31.09,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP),70,8.93,0.0,50.0,12.0,0,1,0,0,Complete,Low,0,8
C5260,14.29,LOW,APPROVE,KYC documents missing; Customer address unverified,0,14.475,30.0,0.0,36.0,0,0,0,0,Missing,Low,0,17
C5261,26.19,LOW,APPROVE,High-risk country of origin; Customer address unverified,0,36.455,70.0,12.5,16.0,0,0,0,0,Complete,High,0,70
C5262,26.2,LOW,APPROVE,Prior fraud history on record; High-risk country of origin,0,30.735,40.0,25.0,47.0,0,0,0,1,Complete,High,0,58
C5263,10.74,LOW,APPROVE,No significant risk factors identified,0,3.705,0.0,50.0,0.0,0,0,0,0,Complete,Low,0,2
C5264,31.06,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High digital / device fraud risk score; Customer address unverified,0,53.03,30.0,25.0,63.0,0,0,0,1,Complete,Low,0,90
C5265,13.4,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,25.775,0.0,0.0,55.0,0,0,0,1,Missing,Low,0,42
C5266,28.19,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,53.205,20.0,41.5,35.0,0,0,0,1,Complete,Medium,0,98
C5267,25.7,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; Customer address unverified,0,48.23,30.0,16.5,45.0,0,0,0,1,Complete,Low,0,93
C5268,20.91,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,36.28,30.0,0.0,51.0,0,0,0,1,Complete,Low,0,35
C5269,22.81,LOW,APPROVE,KYC documents incomplete (partial); Customer address unverified,0,19.535,50.0,25.0,26.0,0,0,0,0,Partial,Medium,0,23
C5270,14.95,LOW,APPROVE,High digital / device fraud risk score,0,49.735,0.0,25.0,0.0,0,0,0,0,Complete,Low,0,92
C5271,12.68,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly),0,18.384999999999998,20.0,25.0,0.0,0,0,0,0,Complete,Medium,1,10
C5272,41.69,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; High digital / device fraud risk score,0,45.69,30.0,75.0,77.0,0,0,0,1,Missing,Low,0,76
C5273,22.63,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,26.9,20.0,25.0,55.0,0,0,0,1,Missing,Medium,0,35
C5274,16.84,LOW,APPROVE,High digital / device fraud risk score; KYC documents incomplete (partial); Customer address unverified,0,39.195,30.0,0.0,20.0,0,0,0,0,Partial,Low,0,71
C5275,20.32,LOW,APPROVE,Prior fraud history on record,0,41.325,0.0,25.0,47.0,0,0,0,1,Complete,Low,0,69
C5276,16.52,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,44.365,0.0,0.0,51.0,0,0,0,1,Partial,Low,0,84
C5277,26.3,LOW,APPROVE,Prior fraud history on record; Adverse media / negative news detected; KYC documents incomplete (partial),50,15.754999999999999,15.0,0.0,51.0,0,0,1,1,Partial,Low,0,25
C5278,18.88,LOW,APPROVE,High digital / device fraud risk score; KYC documents incomplete (partial),0,48.41,0.0,25.0,28.0,0,0,0,0,Partial,Low,0,92
C5279,30.56,MEDIUM,MANUAL_REVIEW,KYC documents missing; High-risk country of origin; High digital / device fraud risk score,0,53.275,40.0,25.0,46.0,0,0,0,0,Missing,High,0,92
C5280,29.74,LOW,APPROVE,Prior fraud history on record; High-risk country of origin; Customer address unverified,0,15.435,70.0,25.0,51.0,0,0,0,1,Complete,High,0,23
C5281,31.02,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; High digital / device fraud risk score,0,48.83,0.0,50.0,75.0,0,0,0,1,Missing,Low,0,87
C5282,31.4,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Customer address unverified,0,34.25,30.0,45.5,63.0,0,0,0,1,Complete,Low,0,63
C5283,17.18,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,22.165,30.0,0.0,45.0,0,0,0,1,Complete,Low,0,39
C5284,30.85,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,42.0,40.0,41.5,41.0,0,0,0,1,Complete,High,0,80
C5285,16.78,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly),0,29.42,0.0,50.0,6.0,0,0,0,0,Complete,Low,1,34
C5286,40.36,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Politically Exposed Person (PEP),70,21.54,0.0,66.5,35.0,0,1,0,1,Complete,Low,0,38
C5287,28.48,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score; KYC documents incomplete (partial),0,38.665,50.0,12.5,55.0,0,0,0,1,Partial,Medium,0,77
C5288,24.4,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,40.730000000000004,0.0,41.5,53.0,0,0,0,1,Complete,Low,0,73
C5289,9.79,LOW,APPROVE,High digital / device fraud risk score,0,48.955,0.0,0.0,0.0,0,0,0,0,Complete,Low,0,96
C5290,45.92,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; Customer address unverified,50,42.83,65.0,16.5,57.0,0,0,1,1,Complete,Medium,0,70
C5291,75.0,HIGH,REJECT,Sanctions watchlist hit detected; Prior fraud history on record; High-risk country of origin,100,25.165,40.0,16.5,47.0,1,0,0,1,Complete,High,0,42
C5292,15.87,LOW,APPROVE,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly),0,28.12,0.0,25.0,35.0,0,0,0,1,Complete,Low,1,19
C5293,16.84,LOW,APPROVE,Prior fraud history on record,0,12.955,20.0,25.0,35.0,0,0,0,1,Complete,Medium,0,19
C5294,15.36,LOW,APPROVE,Customer address unverified,0,13.815,30.0,16.5,22.0,0,0,0,0,Complete,Low,0,6
C5295,75.0,HIGH,REJECT,Sanctions watchlist hit detected; Adverse media / negative news detected,100,30.57,15.0,0.0,6.0,1,0,1,0,Complete,Low,0,53
C5296,18.85,LOW,APPROVE,KYC documents incomplete (partial),0,16.759999999999998,20.0,50.0,10.0,0,0,0,0,Partial,Medium,0,18
C5297,13.17,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,24.615000000000002,0.0,0.0,55.0,0,0,0,1,Missing,Low,0,36
C5298,30.6,MEDIUM,MANUAL_REVIEW,High-risk country of origin,0,28.975,40.0,75.0,12.0,0,0,0,0,Complete,High,0,57
C5299,7.12,LOW,APPROVE,No significant risk factors identified,0,1.58,0.0,25.0,12.0,0,0,0,0,Complete,Low,0,1
C5300,9.67,LOW,APPROVE,High digital / device fraud risk score,0,39.365,0.0,0.0,12.0,0,0,0,0,Complete,Low,0,71
C5301,28.98,LOW,APPROVE,High-risk country of origin,0,33.9,40.0,66.5,6.0,0,0,0,0,Complete,High,0,52
C5302,38.77,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,41.08,70.0,41.5,55.0,0,0,0,1,Partial,High,0,73
C5303,75.0,HIGH,REJECT,Sanctions watchlist hit detected; Politically Exposed Person (PEP); Adverse media / negative news detected,100,54.69,55.0,25.0,12.0,1,1,1,0,Complete,High,0,81
C5304,27.04,LOW,APPROVE,KYC documents missing; High digital / device fraud risk score,0,95.68,20.0,0.0,26.0,0,0,0,0,Missing,Medium,0,94
C5305,25.93,LOW,APPROVE,High digital / device fraud risk score,0,55.14,20.0,50.0,6.0,0,0,0,0,Complete,Medium,0,97
C5306,16.11,LOW,APPROVE,High digital / device fraud risk score,0,55.07,0.0,16.5,12.0,0,0,0,0,Complete,Low,0,96
C5307,18.43,LOW,APPROVE,Prior fraud history on record,0,36.41,0.0,25.0,41.0,0,0,0,1,Complete,Low,0,68
C5308,18.04,LOW,APPROVE,Prior fraud history on record,0,29.97,0.0,25.0,47.0,0,0,0,1,Complete,Low,0,46
C5309,19.3,LOW,APPROVE,Customer address unverified,0,24.98,30.0,25.0,22.0,0,0,0,0,Complete,Low,0,44
C5310,42.89,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected; Structuring pattern detected (txn/income ratio anomaly),50,56.185,15.0,50.0,41.0,0,0,1,1,Complete,Low,1,45
C5311,30.4,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP),70,39.475,0.0,25.0,0.0,0,1,0,0,Complete,Low,0,65
C5312,31.94,MEDIUM,MANUAL_REVIEW,KYC documents incomplete (partial); Customer address unverified,0,39.215,30.0,66.5,32.0,0,0,0,0,Partial,Low,0,67
C5313,8.61,LOW,APPROVE,No significant risk factors identified,0,13.53,0.0,25.0,6.0,0,0,0,0,Complete,Low,0,23
C5314,19.59,LOW,APPROVE,Prior fraud history on record; Customer address unverified,0,9.69,50.0,0.0,51.0,0,0,0,1,Complete,Medium,0,18
C5315,24.44,LOW,APPROVE,Prior fraud history on record,0,38.45,20.0,33.0,41.0,0,0,0,1,Complete,Medium,0,30
C5316,5.07,LOW,APPROVE,No significant risk factors identified,0,8.825,0.0,16.5,0.0,0,0,0,0,Complete,Low,0,5
C5317,14.4,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,13.24,0.0,25.0,45.0,0,0,0,1,Partial,Low,0,20
C5318,14.3,LOW,APPROVE,Prior fraud history on record,0,24.240000000000002,0.0,16.5,41.0,0,0,0,1,Complete,Low,0,43
C5319,8.06,LOW,APPROVE,No significant risk factors identified,0,15.805,20.0,0.0,6.0,0,0,0,0,Complete,Medium,0,7
C5320,24.38,LOW,APPROVE,Customer address unverified,0,29.895,30.0,50.0,16.0,0,0,0,0,Complete,Low,0,58
C5321,28.53,LOW,APPROVE,Prior fraud history on record; High-risk country of origin,0,34.905,40.0,41.5,35.0,0,0,0,1,Complete,High,0,58
C5322,34.71,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Structuring pattern detected (txn/income ratio anomaly); High digital / device fraud risk score,0,93.81,0.0,41.5,51.0,0,0,0,1,Partial,Low,1,88
C5323,19.96,LOW,APPROVE,Prior fraud history on record,0,29.545,0.0,29.0,55.0,0,0,0,1,Complete,Low,0,59
C5324,17.29,LOW,APPROVE,Prior fraud history on record,0,35.19,0.0,25.0,35.0,0,0,0,1,Complete,Low,0,64
C5325,37.59,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; High-risk country of origin; KYC documents incomplete (partial),0,34.705,40.0,75.0,51.0,0,0,0,1,Partial,High,0,67
C5326,22.85,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,47.0,20.0,16.5,41.0,0,0,0,1,Complete,Medium,0,93
C5327,43.25,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Politically Exposed Person (PEP),70,26.015,20.0,41.5,55.0,0,1,0,1,Complete,Medium,0,35
C5328,14.56,LOW,APPROVE,High-risk country of origin,0,32.805,40.0,0.0,0.0,0,0,0,0,Complete,High,0,62
C5329,44.53,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; Adverse media / negative news detected,50,38.894999999999996,15.0,50.0,75.0,0,0,1,1,Missing,Low,0,59
C5330,27.52,LOW,APPROVE,Prior fraud history on record; High-risk country of origin; High digital / device fraud risk score,0,39.86,40.0,16.5,55.0,0,0,0,1,Complete,High,0,74
C5331,25.12,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,49.37,0.0,45.5,41.0,0,0,0,1,Complete,Low,0,79
C5332,35.42,MEDIUM,MANUAL_REVIEW,High-risk country of origin; High digital / device fraud risk score; Customer address unverified,0,45.12,70.0,50.0,16.0,0,0,0,0,Complete,High,0,79
C5333,54.42,MEDIUM,MANUAL_REVIEW,Politically Exposed Person (PEP); High digital / device fraud risk score; KYC documents incomplete (partial),70,48.62,50.0,66.5,26.0,0,1,0,0,Partial,Medium,0,84
C5334,23.97,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial); Customer address unverified,0,19.09,30.0,25.0,61.0,0,0,0,1,Partial,Low,0,29
C5335,19.91,LOW,APPROVE,Structuring pattern detected (txn/income ratio anomaly),0,25.04,20.0,50.0,6.0,0,0,0,0,Complete,Medium,1,27
C5336,24.5,LOW,APPROVE,High digital / device fraud risk score; KYC documents incomplete (partial),0,47.01,0.0,50.0,34.0,0,0,0,0,Partial,Low,0,90
C5337,43.0,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; High-risk country of origin; Customer address unverified,50,32.519999999999996,85.0,12.5,30.0,0,0,1,0,Complete,High,0,53
C5338,11.49,LOW,APPROVE,Prior fraud history on record,0,31.21,0.0,0.0,35.0,0,0,0,1,Complete,Low,0,60
C5339,16.69,LOW,APPROVE,High-risk country of origin,0,10.455,40.0,33.0,0.0,0,0,0,0,Complete,High,0,3
C5340,34.52,MEDIUM,MANUAL_REVIEW,Adverse media / negative news detected; High-risk country of origin; High digital / device fraud risk score,50,50.585,55.0,0.0,6.0,0,0,1,0,Complete,High,0,92
C5341,30.8,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; Adverse media / negative news detected,50,41.235,15.0,0.0,47.0,0,0,1,1,Complete,Low,0,63
C5342,14.18,LOW,APPROVE,No significant risk factors identified,0,16.415,0.0,50.0,6.0,0,0,0,0,Complete,Low,0,30
C5343,16.57,LOW,APPROVE,Prior fraud history on record; High digital / device fraud risk score,0,43.1,0.0,0.0,53.0,0,0,0,1,Complete,Low,0,86
C5344,22.42,LOW,APPROVE,Prior fraud history on record,0,38.33,20.0,12.5,55.0,0,0,0,1,Complete,Medium,0,66
C5345,18.54,LOW,APPROVE,KYC documents incomplete (partial),0,35.21,0.0,50.0,10.0,0,0,0,0,Partial,Low,0,70
C5346,8.64,LOW,APPROVE,No significant risk factors identified,0,9.18,0.0,25.0,12.0,0,0,0,0,Complete,Low,0,10
C5347,26.42,LOW,APPROVE,KYC documents incomplete (partial); Customer address unverified,0,54.120000000000005,30.0,33.0,20.0,0,0,0,0,Partial,Low,0,65
C5348,11.57,LOW,APPROVE,No significant risk factors identified,0,32.835,0.0,25.0,0.0,0,0,0,0,Complete,Low,0,65
C5349,15.23,LOW,APPROVE,Prior fraud history on record,0,12.4,0.0,33.0,41.0,0,0,0,1,Complete,Low,0,24
C5350,24.28,LOW,APPROVE,KYC documents missing; Customer address unverified,0,14.905,50.0,25.0,42.0,0,0,0,0,Missing,Medium,0,22
C5351,15.64,LOW,APPROVE,Prior fraud history on record; KYC documents missing,0,2.96,0.0,25.0,67.0,0,0,0,1,Missing,Low,0,3
C5352,32.34,MEDIUM,MANUAL_REVIEW,Prior fraud history on record; KYC documents missing; Customer address unverified,0,36.97,30.0,41.5,71.0,0,0,0,1,Missing,Low,0,64
C5353,27.01,LOW,APPROVE,Prior fraud history on record,0,20.8,20.0,50.0,59.0,0,0,0,1,Complete,Medium,0,35
C5354,11.52,LOW,APPROVE,No significant risk factors identified,0,28.115000000000002,0.0,25.0,6.0,0,0,0,0,Complete,Low,0,50
C5355,26.24,LOW,APPROVE,Prior fraud history on record; Adverse media / negative news detected,50,6.475,15.0,16.5,41.0,0,0,1,1,Complete,Low,0,9
C5356,20.7,LOW,APPROVE,Prior fraud history on record; KYC documents incomplete (partial),0,28.755,20.0,16.5,51.0,0,0,0,1,Partial,Medium,0,53
